,Unnamed: 0,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,y
6368,6368,69,402.0,26,139,15,0,0,93,4.0,4,6,15,0,53,0.0,2,2,46.0,68.0,5.0,2.0,0.0,100.0,1
6369,6369,81,93.0,13,50,9,0,0,100,0.0,7,8,9,0,11,0.0,0,0,23.0,52.0,2.0,1.0,0.0,60.0,1
6370,6370,68,335.0,8,148,18,0,0,100,0.0,7,8,18,1,22,0.0,1,1,89.0,73.0,9.0,1.0,7.0,91.0,0
6371,6371,77,277.0,6,71,10,0,0,90,0.0,6,6,10,2,40,0.0,2,2,0.0,78.0,0.0,2.0,1.0,33.0,0
6372,6372,55,108.0,6,42,18,1,1,83,1.0,4,6,18,1,50,0.0,9,9,83.0,62.0,7.0,2.0,4.0,90.0,0
6373,6373,72,152.0,2,62,9,1,1,100,0.0,7,8,11,2,40,0.0,0,0,28.0,52.0,1.0,1.0,0.0,40.0,0
6374,6374,57,285.0,2,106,17,1,1,68,3.0,4,6,20,1,37,0.0,2,2,63.0,62.0,6.0,3.0,1.0,82.0,0
6375,6375,73,445.0,15,125,12,0,0,83,21.0,6,6,12,0,42,0.0,1,1,55.0,52.0,4.0,1.0,1.0,100.0,1
6376,6376,87,483.0,7,222,12,0,0,100,0.0,7,8,12,1,17,0.0,0,0,1.0,94.0,1.0,1.0,0.0,25.0,1
6377,6377,70,156.0,3,76,16,0,0,100,0.0,7,8,16,3,69,0.0,0,0,96.0,46.0,1.0,3.0,1.0,67.0,0
6378,6378,64,184.0,6,130,5,1,1,83,2.0,0,2,6,1,0,0.0,0,0,10.0,52.0,1.0,2.0,0.0,40.0,0
6379,6379,64,187.0,16,85,16,0,0,78,4.0,4,6,18,0,17,0.0,0,0,52.0,52.0,6.0,1.0,2.0,64.0,0
6380,6380,64,155.0,6,61,12,1,1,93,42.0,5,2,14,1,50,0.0,5,4,92.0,97.0,5.0,2.0,2.0,100.0,1
6381,6381,78,313.0,4,80,24,0,0,100,0.0,7,8,24,2,42,0.0,0,0,25.0,62.0,5.0,2.0,2.0,58.0,1
6382,6382,79,132.0,4,57,18,2,1,90,40.0,6,3,20,2,35,0.0,1,1,14.0,86.0,2.0,2.0,0.0,80.0,0
6383,6383,67,121.0,11,40,14,0,0,100,0.0,7,8,15,1,87,0.0,1,1,104.0,34.0,1.0,1.0,1.0,100.0,0
6384,6384,86,369.0,11,80,20,0,0,100,0.0,7,8,20,1,35,0.0,0,0,12.0,52.0,1.0,1.0,0.0,33.0,1
6385,6385,69,51.0,13,27,4,0,0,100,0.0,7,8,4,0,75,0.0,0,0,97.0,52.0,1.0,1.0,1.0,100.0,0
6386,6386,63,189.0,11,68,22,1,0,91,34.0,6,5,23,1,43,0.0,0,0,74.0,52.0,7.0,2.0,3.0,69.0,1
6387,6387,84,138.0,5,74,24,0,0,96,30.0,6,6,28,1,57,0.0,1,1,5.0,52.0,3.0,1.0,0.0,57.0,0
6388,6388,59,208.0,18,88,28,0,0,96,22.0,6,6,28,0,25,0.0,1,1,82.0,76.0,7.0,2.0,6.0,83.0,0
6389,6389,82,168.0,16,94,10,0,0,100,0.0,7,8,11,0,45,0.0,0,0,28.0,52.0,1.0,1.0,1.0,100.0,1
6390,6390,66,161.0,7,77,9,4,4,90,79.0,6,2,11,2,40,0.0,1,1,73.0,52.0,4.0,1.0,1.0,83.0,0
6391,6391,54,90.0,6,37,13,2,2,86,7.0,2,4,15,1,57,0.0,0,0,66.0,58.0,4.0,5.0,1.0,90.0,0
6392,6392,81,165.0,12,95,17,0,0,100,0.0,7,8,18,0,50,0.0,0,0,21.0,29.0,2.0,2.0,1.0,80.0,1
6393,6393,64,153.0,8,55,8,2,2,78,7.0,4,4,9,2,22,0.0,0,0,28.0,52.0,4.0,1.0,0.0,71.0,0
6394,6394,81,189.0,3,68,41,0,0,100,0.0,5,8,43,3,37,0.0,6,6,27.0,95.0,3.0,3.0,0.0,86.0,1
6395,6395,76,56.0,7,39,6,0,0,100,0.0,7,8,6,1,17,0.0,0,0,21.0,22.0,3.0,1.0,1.0,67.0,0
6396,6396,74,183.0,3,75,13,0,0,100,0.0,7,8,13,2,31,0.0,4,4,75.0,65.0,4.0,3.0,2.0,88.0,0
6397,6397,81,339.0,3,108,23,0,0,100,0.0,7,8,24,2,46,0.0,0,0,33.0,63.0,4.0,4.0,1.0,80.0,1
6398,6398,80,168.0,1,83,21,0,0,91,25.0,6,6,23,2,35,0.0,2,2,8.0,62.0,3.0,3.0,0.0,55.0,0
6399,6399,58,178.0,13,78,39,2,2,79,7.0,4,2,43,0,42,0.0,6,5,40.0,79.0,6.0,3.0,1.0,64.0,0
6400,6400,87,278.0,48,143,6,0,0,100,0.0,7,8,6,0,0,0.0,0,0,12.0,52.0,3.0,2.0,0.0,100.0,1
6401,6401,69,98.0,1,37,8,0,0,100,0.0,7,8,12,5,42,0.0,2,2,51.0,91.0,3.0,2.0,1.0,71.0,1
6402,6402,85,175.0,42,109,21,0,0,100,0.0,7,8,23,0,35,0.0,0,0,19.0,52.0,2.0,1.0,0.0,75.0,1
6403,6403,65,259.0,39,121,8,1,1,67,5.0,4,2,9,0,11,0.0,1,1,34.0,52.0,3.0,2.0,1.0,60.0,0
6404,6404,81,184.0,7,83,15,0,0,100,0.0,5,8,16,3,44,0.0,2,2,53.0,52.0,2.0,1.0,0.0,75.0,0
6405,6405,80,101.0,3,55,23,0,0,100,0.0,7,8,23,1,17,0.0,1,1,1.0,52.0,6.0,2.0,1.0,67.0,1
6406,6406,59,85.0,2,43,16,0,0,94,56.0,6,6,17,2,24,0.0,6,6,70.0,89.0,7.0,3.0,4.0,83.0,0
6407,6407,69,50.0,5,32,15,0,0,100,0.0,7,8,16,1,50,0.0,2,2,55.0,68.0,5.0,1.0,1.0,67.0,1
6408,6408,59,178.0,16,87,16,4,2,71,19.0,6,4,22,0,48,0.0,2,2,96.0,59.0,2.0,3.0,1.0,75.0,1
6409,6409,91,494.0,6,173,15,0,0,100,0.0,7,8,15,1,0,0.0,0,0,1.0,52.0,2.0,2.0,0.0,29.0,0
6410,6410,79,192.0,16,88,19,0,0,100,0.0,7,8,20,0,45,0.0,2,2,47.0,52.0,1.0,2.0,1.0,20.0,1
6411,6411,69,125.0,2,50,32,0,0,97,32.0,6,6,34,4,32,0.0,1,1,44.0,83.0,6.0,3.0,2.0,53.0,1
6412,6412,65,135.0,6,64,15,2,2,65,2.0,1,2,17,2,18,0.0,0,0,3.0,52.0,2.0,1.0,0.0,50.0,0
6413,6413,93,425.0,63,179,6,0,0,100,0.0,9,8,6,0,33,0.0,0,0,0.0,52.0,0.0,2.0,1.0,0.0,1
6414,6414,62,124.0,1,52,23,0,0,88,1.0,4,6,24,4,13,0.0,0,0,8.0,77.0,4.0,2.0,0.0,33.0,0
6415,6415,71,109.0,16,48,26,0,0,100,0.0,7,8,27,0,26,0.0,3,3,26.0,64.0,4.0,2.0,1.0,38.0,0
6416,6416,78,312.0,29,176,6,1,0,86,62.0,6,5,7,0,14,0.0,0,0,37.0,52.0,1.0,2.0,0.0,50.0,0
6417,6417,69,87.0,5,35,15,0,0,67,12.0,6,6,15,2,60,0.0,2,2,0.0,76.0,1.0,2.0,1.0,50.0,0
6418,6418,86,285.0,6,98,21,0,0,100,0.0,7,8,23,1,48,0.0,3,3,14.0,86.0,2.0,2.0,0.0,57.0,1
6419,6419,66,159.0,16,81,24,0,0,100,0.0,7,8,25,0,12,0.0,1,1,81.0,52.0,15.0,2.0,9.0,83.0,0
6420,6420,54,117.0,7,63,18,2,1,77,3.0,4,5,23,1,41,0.0,0,0,26.0,93.0,3.0,2.0,1.0,50.0,0
6421,6421,69,127.0,7,64,31,0,0,97,12.0,5,6,32,3,28,0.0,8,8,74.0,69.0,7.0,2.0,3.0,75.0,0
6422,6422,68,183.0,15,65,14,0,0,75,8.0,4,6,16,0,56,0.0,0,0,75.0,52.0,4.0,1.0,1.0,71.0,0
6423,6423,91,378.0,69,275,4,0,0,100,0.0,7,8,4,0,0,0.0,1,0,4.0,52.0,1.0,2.0,0.0,33.0,1
6424,6424,70,155.0,7,79,11,2,1,73,36.0,6,3,15,1,67,0.0,0,0,34.0,52.0,1.0,1.0,0.0,100.0,0
6425,6425,59,30.0,2,12,2,1,1,100,0.0,7,8,4,2,33,0.0,4,4,40.0,52.0,1.0,1.0,0.0,67.0,0
6426,6426,59,162.0,5,85,19,0,0,85,2.0,4,6,20,2,35,0.0,0,0,89.0,52.0,8.0,1.0,2.0,90.0,1
6427,6427,63,97.0,9,44,9,7,6,71,58.0,6,2,17,4,29,0.0,4,4,69.0,52.0,1.0,1.0,1.0,50.0,0
6428,6428,67,152.0,21,97,25,1,1,96,0.0,5,7,26,0,35,0.0,7,6,59.0,52.0,7.0,1.0,2.0,67.0,0
6429,6429,78,246.0,17,109,15,0,0,100,0.0,7,8,15,0,40,0.0,0,0,71.0,52.0,2.0,1.0,2.0,43.0,0
6430,6430,65,178.0,11,61,19,0,0,100,0.0,7,8,19,1,58,0.0,1,1,93.0,73.0,6.0,4.0,4.0,91.0,0
6431,6431,74,65.0,2,34,6,0,0,100,0.0,7,8,9,2,11,0.0,3,3,56.0,100.0,2.0,1.0,1.0,75.0,1
6432,6432,75,91.0,3,39,19,0,0,100,0.0,7,8,19,2,37,0.0,4,4,27.0,62.0,3.0,5.0,0.0,80.0,1
6433,6433,77,278.0,0,73,15,0,0,94,38.0,6,6,16,2,31,0.0,0,0,22.0,52.0,6.0,1.0,2.0,64.0,0
6434,6434,64,363.0,8,150,12,0,0,93,6.0,4,6,14,1,36,0.0,0,0,69.0,64.0,4.0,1.0,2.0,83.0,0
6435,6435,73,141.0,8,75,19,0,0,100,0.0,7,8,19,1,42,0.0,0,0,99.0,91.0,1.0,2.0,1.0,100.0,0
6436,6436,60,240.0,60,135,11,1,1,67,4.0,4,6,13,0,8,0.0,4,4,20.0,52.0,4.0,2.0,1.0,67.0,0
6437,6437,65,165.0,7,67,26,1,1,93,4.0,4,4,27,2,15,0.0,0,0,32.0,93.0,12.0,3.0,1.0,75.0,0
6438,6438,86,326.0,6,90,32,0,0,100,0.0,6,8,37,2,51,0.0,0,0,4.0,80.0,4.0,3.0,1.0,64.0,1
6439,6439,62,118.0,6,56,13,1,1,73,5.0,4,6,16,1,33,0.0,1,1,39.0,18.0,2.0,2.0,0.0,80.0,0
6440,6440,74,185.0,7,79,25,0,0,100,0.0,7,8,25,3,44,0.0,1,1,47.0,93.0,7.0,3.0,2.0,67.0,0
6441,6441,70,116.0,12,62,14,2,1,83,14.0,6,4,18,0,17,0.0,2,2,70.0,52.0,5.0,1.0,2.0,88.0,0
6442,6442,70,196.0,2,56,25,0,0,100,0.0,7,8,27,4,30,0.0,3,3,34.0,79.0,4.0,4.0,1.0,47.0,0
6443,6443,66,173.0,8,58,17,2,1,85,2.0,0,2,20,4,45,0.0,0,0,7.0,68.0,3.0,2.0,0.0,75.0,1
6444,6444,73,138.0,5,76,5,1,1,75,25.0,6,4,8,1,63,0.0,2,2,0.0,92.0,0.0,2.0,1.0,67.0,1
6445,6445,56,115.0,4,68,16,10,10,48,5.0,0,2,33,2,30,0.0,24,24,19.0,74.0,1.0,4.0,1.0,56.0,0
6446,6446,87,140.0,16,79,16,0,0,100,0.0,7,8,17,0,18,0.0,0,0,3.0,52.0,1.0,1.0,0.0,22.0,1
6447,6447,68,132.0,2,60,19,1,1,100,0.0,6,8,20,2,35,0.0,2,2,43.0,95.0,6.0,2.0,0.0,89.0,0
6448,6448,75,121.0,5,59,25,0,0,100,0.0,6,8,25,2,40,0.0,5,5,89.0,95.0,2.0,2.0,2.0,67.0,0
6449,6449,66,198.0,3,46,10,0,0,90,19.0,6,6,11,2,60,0.0,3,3,60.0,86.0,2.0,2.0,1.0,67.0,0
6450,6450,76,150.0,7,70,33,0,0,97,0.0,6,6,33,1,27,0.0,0,0,32.0,45.0,5.0,4.0,1.0,64.0,1
6451,6451,68,350.0,14,88,10,4,3,92,79.0,0,5,13,0,42,0.0,3,3,29.0,52.0,4.0,1.0,0.0,83.0,0
6452,6452,68,359.0,9,98,21,0,0,81,4.0,4,6,21,1,43,0.0,0,0,26.0,76.0,4.0,4.0,0.0,67.0,0
6453,6453,72,131.0,7,57,24,0,0,100,0.0,7,8,24,2,25,0.0,0,0,28.0,42.0,6.0,2.0,2.0,50.0,1
6454,6454,64,139.0,3,40,23,0,0,100,0.0,7,8,23,4,43,0.0,0,0,73.0,73.0,5.0,5.0,1.0,91.0,0
6455,6455,56,4.0,4,4,1,1,1,100,0.0,7,8,2,1,100,0.0,2,1,28.0,100.0,3.0,1.0,1.0,100.0,0
6456,6456,88,161.0,7,92,24,0,0,100,0.0,7,8,25,1,40,0.0,0,0,11.0,52.0,2.0,1.0,0.0,43.0,1
6457,6457,62,62.0,5,40,13,1,1,79,9.0,2,4,14,1,50,0.0,0,0,66.0,89.0,3.0,2.0,1.0,71.0,0
6458,6458,60,132.0,15,73,18,2,1,81,7.0,4,3,21,0,38,0.0,0,0,55.0,68.0,3.0,2.0,3.0,56.0,1
6459,6459,72,224.0,23,91,23,1,0,96,49.0,6,5,24,0,29,0.0,0,0,48.0,60.0,3.0,2.0,0.0,56.0,1
6460,6460,64,120.0,3,44,2,1,1,67,74.0,6,2,3,2,0,0.0,2,2,44.0,52.0,2.0,2.0,1.0,100.0,0
6461,6461,71,80.0,6,45,27,0,0,100,0.0,7,8,27,1,33,0.0,0,0,43.0,96.0,3.0,3.0,1.0,46.0,0
6462,6462,81,183.0,21,88,27,0,0,100,0.0,7,8,28,0,29,0.0,2,2,9.0,32.0,4.0,2.0,1.0,60.0,1
6463,6463,60,59.0,3,31,14,0,0,93,0.0,6,6,14,4,36,0.0,5,4,57.0,48.0,8.0,4.0,1.0,100.0,0
6464,6464,73,124.0,1,31,9,0,0,91,78.0,6,6,11,5,45,0.0,2,2,10.0,94.0,2.0,2.0,1.0,67.0,0
6465,6465,52,169.0,4,87,32,0,0,84,5.0,4,6,37,4,32,0.0,3,3,92.0,52.0,7.0,2.0,3.0,83.0,0
6466,6466,79,334.0,2,76,21,0,0,100,0.0,7,8,22,4,27,0.0,3,3,35.0,88.0,6.0,2.0,1.0,73.0,0
6467,6467,74,158.0,13,72,27,0,0,100,0.0,7,8,27,0,41,0.0,0,0,70.0,62.0,3.0,2.0,2.0,63.0,1
6468,6468,79,144.0,13,55,22,0,0,100,0.0,7,8,22,0,41,0.0,0,0,42.0,56.0,2.0,4.0,0.0,60.0,1
6469,6469,75,224.0,4,63,18,1,0,84,10.0,4,5,19,5,26,0.0,0,0,15.0,52.0,4.0,1.0,1.0,56.0,0
6470,6470,51,162.0,35,73,4,1,1,50,1.0,2,4,6,0,33,0.0,0,0,43.0,11.0,1.0,1.0,0.0,50.0,0
6471,6471,63,208.0,3,42,8,0,0,100,0.0,7,8,8,3,88,0.0,3,2,165.0,92.0,1.0,4.0,1.0,100.0,0
6472,6472,62,89.0,4,30,17,0,0,100,0.0,7,8,17,3,47,0.0,0,0,82.0,75.0,7.0,3.0,4.0,100.0,0
6473,6473,59,137.0,8,62,16,1,1,100,0.0,7,8,18,3,59,0.0,1,1,58.0,93.0,2.0,1.0,1.0,100.0,0
6474,6474,78,176.0,2,64,27,1,0,93,15.0,6,5,29,2,24,0.0,3,3,12.0,94.0,4.0,2.0,0.0,40.0,1
6475,6475,59,134.0,17,83,8,2,0,42,1.0,4,5,12,0,67,0.0,3,3,77.0,52.0,1.0,1.0,1.0,100.0,0
6476,6476,78,284.0,3,81,30,0,0,100,0.0,6,8,32,3,50,0.0,1,1,43.0,24.0,6.0,2.0,0.0,89.0,1
6477,6477,85,259.0,7,78,11,0,0,100,0.0,7,8,11,1,36,0.0,0,0,6.0,86.0,2.0,2.0,0.0,50.0,1
6478,6478,60,63.0,4,21,16,0,0,88,39.0,5,6,16,5,38,0.0,5,5,74.0,94.0,6.0,4.0,1.0,92.0,0
6479,6479,55,25.0,5,10,5,0,0,100,0.0,7,8,6,4,17,0.0,1,1,97.0,36.0,4.0,1.0,3.0,100.0,0
6480,6480,73,131.0,6,54,11,0,0,100,0.0,7,8,11,1,27,0.0,2,2,76.0,98.0,5.0,1.0,2.0,100.0,1
6481,6481,68,94.0,2,44,13,1,1,89,16.0,6,4,19,5,42,0.0,3,3,7.0,100.0,2.0,3.0,0.0,50.0,1
6482,6482,65,330.0,1,113,17,2,2,89,25.0,6,6,21,2,16,0.0,1,1,54.0,100.0,5.0,1.0,2.0,78.0,0
6483,6483,58,158.0,5,67,9,0,0,82,4.0,4,6,11,1,45,0.0,1,1,76.0,57.0,2.0,2.0,1.0,80.0,0
6484,6484,69,187.0,2,88,11,0,0,100,0.0,7,8,15,2,53,0.0,2,2,86.0,52.0,4.0,1.0,3.0,100.0,0
6485,6485,81,199.0,4,94,36,0,0,100,0.0,7,8,36,2,53,0.0,4,4,9.0,11.0,2.0,7.0,0.0,50.0,1
6486,6486,63,285.0,1,65,37,10,9,85,56.0,5,2,52,3,55,0.0,14,13,16.0,80.0,5.0,9.0,0.0,74.0,0
6487,6487,77,216.0,4,91,39,0,0,100,0.0,7,8,41,3,29,0.0,3,3,46.0,83.0,8.0,5.0,0.0,68.0,1
6488,6488,85,346.0,3,68,35,0,0,97,0.0,6,6,39,7,36,0.0,3,3,1.0,64.0,1.0,3.0,0.0,25.0,1
6489,6489,60,104.0,26,45,3,2,1,50,3.0,4,2,8,0,50,0.0,2,2,29.0,39.0,1.0,2.0,0.0,100.0,0
6490,6490,66,278.0,8,66,6,2,0,75,45.0,6,5,8,2,75,0.0,4,4,47.0,86.0,1.0,2.0,0.0,100.0,0
6491,6491,80,323.0,12,149,14,0,0,100,0.0,7,8,14,0,14,0.0,0,0,70.0,52.0,2.0,1.0,0.0,100.0,1
6492,6492,89,423.0,18,110,13,0,0,100,0.0,7,8,13,0,15,0.0,0,0,2.0,59.0,2.0,1.0,0.0,43.0,1
6493,6493,58,264.0,13,78,24,0,0,92,1.0,4,6,25,0,28,0.0,5,4,70.0,23.0,13.0,2.0,5.0,94.0,0
6494,6494,65,77.0,13,52,11,3,3,83,44.0,6,4,14,0,58,0.0,0,0,71.0,52.0,2.0,1.0,2.0,60.0,0
6495,6495,75,159.0,8,71,12,0,0,83,18.0,6,6,12,1,42,0.0,1,1,0.0,100.0,0.0,2.0,1.0,67.0,0
6496,6496,93,366.0,19,193,7,0,0,100,0.0,7,8,8,0,13,0.0,0,0,1.0,52.0,2.0,2.0,0.0,33.0,1
6497,6497,68,144.0,7,45,10,0,0,100,0.0,7,8,10,2,50,0.0,2,2,89.0,71.0,3.0,2.0,2.0,83.0,0
6498,6498,69,111.0,20,65,14,2,2,93,35.0,6,6,17,0,33,0.0,0,0,11.0,73.0,1.0,1.0,1.0,67.0,1
6499,6499,66,145.0,22,74,10,0,0,82,15.0,6,6,11,0,27,0.0,1,1,74.0,52.0,3.0,1.0,2.0,80.0,0
6500,6500,60,330.0,10,162,18,2,0,83,2.0,3,5,23,1,22,0.0,1,1,70.0,46.0,7.0,2.0,2.0,91.0,0
6501,6501,61,231.0,1,80,29,1,1,97,19.0,6,4,31,4,42,0.0,6,5,51.0,81.0,7.0,5.0,3.0,63.0,0
6502,6502,63,198.0,2,54,19,0,0,90,1.0,4,6,20,4,60,0.0,0,0,72.0,68.0,3.0,4.0,2.0,88.0,0
6503,6503,81,131.0,16,59,19,1,0,90,15.0,6,5,20,0,30,0.0,0,0,3.0,52.0,1.0,1.0,0.0,25.0,0
6504,6504,64,298.0,2,60,28,0,0,90,3.0,4,6,29,2,45,0.0,0,0,31.0,85.0,6.0,3.0,1.0,69.0,1
6505,6505,64,283.0,18,94,30,2,0,88,3.0,3,5,33,0,33,0.0,2,1,31.0,86.0,10.0,2.0,1.0,75.0,0
6506,6506,67,158.0,0,51,28,0,0,97,0.0,6,6,29,1,45,0.0,2,2,44.0,42.0,5.0,1.0,3.0,67.0,0
6507,6507,71,270.0,9,128,20,0,0,100,0.0,7,8,20,1,50,0.0,1,1,95.0,80.0,4.0,4.0,3.0,89.0,1
6508,6508,80,174.0,19,94,20,0,0,100,0.0,7,8,20,0,25,0.0,1,1,55.0,61.0,7.0,2.0,1.0,90.0,0
6509,6509,64,192.0,1,76,22,0,0,96,16.0,6,6,25,2,32,0.0,0,0,67.0,64.0,6.0,4.0,4.0,77.0,0
6510,6510,57,167.0,3,58,22,2,0,88,10.0,4,5,24,3,33,0.0,2,2,69.0,57.0,7.0,2.0,2.0,67.0,1
6511,6511,63,316.0,16,92,27,0,0,85,31.0,6,6,27,0,30,0.0,1,1,76.0,65.0,11.0,3.0,5.0,74.0,0
6512,6512,66,105.0,6,41,13,0,0,85,3.0,4,6,13,3,54,0.0,2,2,36.0,94.0,1.0,3.0,0.0,80.0,0
6513,6513,58,71.0,2,32,17,0,0,94,2.0,4,6,18,3,28,0.0,2,2,69.0,77.0,6.0,2.0,4.0,67.0,0
6514,6514,61,169.0,41,82,10,1,0,64,1.0,4,5,11,0,18,0.0,0,0,85.0,52.0,1.0,1.0,1.0,67.0,0
6515,6515,60,134.0,4,55,38,0,0,92,5.0,4,6,39,6,46,0.0,0,0,42.0,53.0,11.0,5.0,2.0,89.0,0
6516,6516,68,168.0,6,76,18,0,0,94,7.0,4,6,18,3,28,0.0,2,2,33.0,77.0,3.0,2.0,1.0,63.0,0
6517,6517,89,355.0,19,117,18,0,0,100,0.0,7,8,18,0,17,0.0,0,0,1.0,52.0,1.0,2.0,0.0,10.0,1
6518,6518,80,174.0,9,83,20,0,0,95,0.0,6,6,21,1,43,0.0,0,0,28.0,52.0,1.0,1.0,0.0,100.0,1
6519,6519,75,127.0,10,54,16,0,0,94,47.0,6,6,16,1,44,0.0,6,6,4.0,17.0,2.0,3.0,1.0,56.0,0
6521,6521,52,141.0,16,75,22,9,6,75,18.0,0,2,29,0,39,0.0,4,4,61.0,73.0,3.0,2.0,0.0,71.0,0
6523,6523,75,138.0,18,61,10,1,0,73,13.0,6,5,11,0,18,0.0,1,0,0.0,52.0,1.0,1.0,1.0,50.0,0
6524,6524,73,196.0,14,85,31,0,0,97,23.0,6,6,33,0,42,0.0,0,0,53.0,52.0,4.0,1.0,1.0,100.0,1
6525,6525,61,261.0,7,95,28,0,0,89,7.0,4,6,28,1,39,0.0,1,1,67.0,68.0,10.0,3.0,3.0,93.0,0
6526,6526,76,254.0,8,85,16,0,0,100,0.0,7,8,16,2,31,0.0,0,0,49.0,94.0,2.0,3.0,2.0,71.0,1
6527,6527,58,188.0,5,83,8,0,0,64,2.0,4,6,11,3,9,0.0,1,1,59.0,52.0,5.0,1.0,1.0,88.0,0
6528,6528,64,76.0,23,46,19,2,2,95,6.0,0,2,21,0,55,0.0,0,0,87.0,58.0,4.0,5.0,4.0,75.0,0
6529,6529,65,172.0,4,68,28,1,0,66,22.0,6,5,29,2,28,0.0,3,3,45.0,80.0,8.0,2.0,1.0,71.0,0
6530,6530,75,260.0,5,101,9,3,1,58,28.0,6,4,12,2,33,0.0,1,1,12.0,99.0,2.0,2.0,0.0,44.0,1
6531,6531,61,137.0,2,52,12,1,1,93,6.0,2,4,15,1,20,0.0,2,2,22.0,52.0,2.0,1.0,0.0,67.0,0
6532,6532,73,418.0,9,111,18,2,1,90,4.0,0,2,20,1,25,0.0,0,0,11.0,52.0,2.0,1.0,0.0,43.0,1
6533,6533,75,394.0,2,75,47,0,0,98,29.0,6,6,55,5,24,0.0,5,5,13.0,49.0,8.0,3.0,2.0,42.0,1
6534,6534,59,185.0,7,76,21,0,0,83,11.0,4,6,24,2,63,0.0,3,3,59.0,64.0,2.0,6.0,2.0,73.0,0
6535,6535,75,340.0,2,111,19,1,0,96,78.0,6,5,23,2,13,0.0,1,1,41.0,52.0,6.0,1.0,1.0,58.0,0
6536,6536,88,204.0,11,77,20,0,0,95,71.0,6,6,20,1,25,0.0,0,0,8.0,52.0,2.0,2.0,0.0,57.0,1
6537,6537,60,8.0,7,8,3,1,1,100,0.0,7,8,4,3,0,0.0,1,1,29.0,52.0,2.0,2.0,1.0,67.0,0
6538,6538,63,137.0,5,75,20,0,0,81,0.0,4,6,21,1,19,0.0,1,1,34.0,55.0,3.0,2.0,0.0,71.0,0
6539,6539,57,14.0,5,8,3,0,0,100,0.0,7,8,3,2,33,0.0,6,5,96.0,52.0,2.0,1.0,1.0,100.0,0
6540,6540,58,192.0,5,95,21,0,0,90,3.0,4,6,21,4,10,0.0,2,2,51.0,52.0,5.0,2.0,4.0,38.0,0
6541,6541,63,208.0,6,86,39,1,1,95,9.0,4,6,43,1,45,0.0,11,11,5.0,82.0,6.0,5.0,0.0,86.0,0
6542,6542,63,369.0,5,131,21,2,2,100,0.0,6,8,23,2,57,0.0,1,1,78.0,68.0,4.0,4.0,3.0,80.0,1
6543,6543,70,293.0,5,88,21,1,1,100,0.0,6,8,21,5,43,0.0,0,0,56.0,71.0,5.0,3.0,2.0,89.0,0
6544,6544,59,156.0,14,63,17,2,2,82,0.0,5,6,19,0,24,0.0,1,1,35.0,76.0,6.0,2.0,2.0,80.0,0
6545,6545,67,332.0,9,122,28,1,0,88,23.0,6,5,33,2,55,0.0,0,0,60.0,77.0,4.0,5.0,2.0,77.0,1
6546,6546,65,90.0,7,37,12,2,2,92,51.0,6,4,14,4,38,0.0,3,3,82.0,95.0,4.0,4.0,2.0,100.0,0
6547,6547,69,434.0,5,141,18,1,0,95,4.0,3,5,19,2,37,0.0,1,1,47.0,99.0,5.0,2.0,1.0,78.0,0
6548,6548,70,288.0,5,67,32,0,0,97,0.0,6,6,34,3,21,0.0,1,1,25.0,41.0,9.0,2.0,1.0,65.0,1
6549,6549,58,122.0,4,55,38,1,1,98,2.0,1,3,41,5,44,0.0,3,3,4.0,94.0,3.0,3.0,0.0,46.0,1
6550,6550,64,164.0,7,70,16,2,1,89,69.0,6,4,18,1,11,0.0,4,4,89.0,52.0,9.0,1.0,4.0,91.0,0
6551,6551,55,278.0,17,97,8,1,1,73,2.0,4,3,11,0,36,0.0,0,0,93.0,52.0,4.0,1.0,2.0,71.0,0
6552,6552,87,369.0,6,177,18,0,0,100,0.0,7,8,19,1,26,0.0,2,2,11.0,57.0,3.0,3.0,0.0,60.0,1
6553,6553,57,118.0,16,54,2,7,7,20,10.0,4,2,10,0,40,0.0,4,4,40.0,33.0,1.0,3.0,0.0,83.0,0
6554,6554,76,257.0,18,100,4,0,0,100,0.0,7,8,4,0,25,0.0,0,0,80.0,52.0,3.0,1.0,1.0,100.0,0
6555,6555,63,110.0,8,62,16,0,0,81,13.0,5,6,16,1,44,0.0,0,0,68.0,74.0,4.0,3.0,2.0,88.0,0
6556,6556,65,120.0,8,63,5,1,0,80,18.0,6,5,10,1,80,0.0,5,5,28.0,52.0,3.0,1.0,1.0,100.0,0
6557,6557,68,318.0,7,109,26,1,1,96,6.0,4,6,27,3,19,0.0,0,0,31.0,60.0,8.0,3.0,1.0,58.0,1
6558,6558,57,86.0,3,36,28,0,0,90,23.0,6,6,29,5,28,0.0,3,3,53.0,54.0,10.0,3.0,2.0,76.0,0
